,DateTime,WET,WET_Fixed,Year
195,15/08/2018,,-20.30736891,2018
196,15/09/2018,,-18.62963717,2018
197,31/10/2018,-16.17281723,-16.17281723,2018
198,16/11/2018,-14.94404221,-14.94404221,2018
199,16/12/2018,-21.30824661,-21.30824661,2018
200,16/01/2019,-17.66931725,-17.66931725,2019
201,15/02/2019,-7.487105846,-7.487105846,2019
202,16/03/2019,1.067349911,1.067349911,2019
203,16/04/2019,0.875849664,0.875849664,2019
204,16/05/2019,-1.699814916,-1.699814916,2019
205,16/06/2019,-4.387394428,-4.387394428,2019
206,16/07/2019,-5.821911812,-5.821911812,2019
207,16/08/2019,-3.936611176,-3.936611176,2019
208,16/09/2019,-5.891024113,-5.891024113,2019
209,16/10/2019,-9.894947052,-9.894947052,2019
210,16/11/2019,-12.67245388,-12.67245388,2019
211,16/12/2019,-10.50848675,-10.50848675,2019
212,16/01/2020,-6.816177845,-6.816177845,2020
213,15/02/2020,-1.763991356,-1.763991356,2020
214,16/03/2020,2.667015553,2.667015553,2020
215,16/04/2020,4.030443192,4.030443192,2020
216,16/05/2020,0.86342442,0.86342442,2020
217,16/06/2020,-4.783138275,-4.783138275,2020
218,16/07/2020,-10.84639168,-10.84639168,2020
219,16/08/2020,-12.51452637,-12.51452637,2020
220,16/09/2020,-3.634434462,-3.634434462,2020
221,16/10/2020,-12.43748283,-12.43748283,2020
222,16/11/2020,-18.1547699,-18.1547699,2020
223,16/12/2020,-15.25227547,-15.25227547,2020
224,16/01/2021,-16.19412041,-16.19412041,2021
225,15/02/2021,-18.46622658,-18.46622658,2021
226,16/03/2021,-10.48698235,-10.48698235,2021
227,16/04/2021,-4.978643894,-4.978643894,2021
228,16/05/2021,-9.763881683,-9.763881683,2021
229,16/06/2021,-17.0393734,-17.0393734,2021
230,16/07/2021,-15.55800247,-15.55800247,2021
231,16/08/2021,-11.97007561,-11.97007561,2021
